soil_moisture,soil_temperature,weather_temperature,weather_humidity,solar_radiation,MaxT,MinT,Precipitation,Moisture_Trend,Crop,Water_Sensitivity,Irrigate
51.84577916402186,32.0,26.696039954035896,62.82784041283627,35.399725967878084,32.39794864873776,22.800110903044228,0.0566934662386481,-0.3705571231977076,0,0,0
46.68086293016668,32.0,24.51274211808252,62.14962125927147,34.55988815276821,30.26610059575641,18.68406407610165,2.8775926716002607,1.2193643577188649,0,0,0
55.78557143935445,32.0,27.526481599874582,64.23287098638279,41.6322894450874,34.13101777062728,28.60884047058836,16.966459186988025,1.0349190478498185,3,2,0
49.28279575978755,30.684314016745063,24.64489698813815,57.19380312495046,48.39729249860043,42.18747775819568,26.604001143689768,0.8000294484265595,0.1560241646388047,5,0,0
50.03866512208652,32.0,26.47998793879169,61.39733448085053,42.31689525110866,40.33842918918786,27.967441363185785,1.122682535672097,-1.4208339176778997,11,1,0
50.21301575286197,32.0,26.482579241622123,57.16283031397609,44.84343064171183,31.92223417302393,19.69894647755545,0.745980432208867,0.2407145481202725,13,0,0
56.12331201288207,32.0,28.719818849908133,62.370617812435135,40.28515807333248,29.745983219338445,23.37771915509196,1.5567441318090358,0.368592388157907,13,0,0
45.59297509143353,32.0,27.25948849837366,64.52035566641526,39.41011908790715,36.54637187855958,24.65475457288891,6.0994549141307335,-0.2503308062155078,13,0,0
61.41280405947619,32.0,28.59198208168541,66.47707431038334,43.55916925921625,31.591040929085725,28.24603743142108,8.625302641801044,-0.9327974077071606,17,1,0
55.168168160567774,32.0,24.78851480584056,69.4740339644478,49.28596561180669,27.099715413375822,27.29306889547952,0.4568709866965012,0.4520855788936302,20,1,0
52.66971637737993,32.0,26.964399702819176,60.68211027487347,53.53291188627895,32.75898200419564,17.098498867904457,1.2623961108039727,-1.711478522554467,31,0,0
52.85348678331589,32.0,29.664598279599865,68.36317930872136,20.09380294526954,34.430138906029526,26.6600256416694,12.321727470937516,0.303417390354818,40,2,0
53.55572239635938,32.0,24.90162902310953,64.87551169984793,43.31805331767306,32.566741043286086,23.76201629344901,0.4504656791715881,-0.8458050026227437,40,2,0
53.93274768577752,32.0,25.4980973286726,68.18555917743252,37.25949569370919,32.285749757360016,30.82828591848986,7.076632886863375,-0.9859530680506507,40,2,0
53.666728727724056,32.0,28.1905739594064,71.76259046948047,34.4611954411531,42.15628434603382,28.83819071496336,6.853417368931316,0.3992902053310014,43,1,0
52.267157626941945,31.162268783212355,30.403186593377256,57.781934459966806,46.37821826029277,37.12051207865377,27.331288698569058,1.529934074122594,0.6639984830579492,46,2,0
51.40775871482814,32.0,27.75175963245276,66.04648594478216,36.41695086454507,32.24783813739415,25.40308936278017,0.2812453166386813,2.3424112663128134,49,2,1
51.53852258277529,32.0,24.96007856438757,59.0039601663879,29.64104178079717,36.25899975968109,28.718572580968416,9.941712852809454,-2.200322667746959,0,0,0
51.41120468720687,32.0,24.999111659060148,69.81735266082964,26.97476918440126,36.57140877540569,28.01317673802164,1.8839518928907328,0.9542282015670842,3,2,0
55.4012896416168,32.0,27.44969044076853,56.061141206754016,35.71780491064432,32.957567521536625,27.649239565439025,19.198885516435595,-0.9400159538355884,8,1,0
53.77610146992639,32.0,27.89515325696482,66.58826157647786,43.3804045320575,37.547232122638015,28.51592319062191,1.2849595704978043,-0.1135648252538364,11,1,0
43.17764901997737,29.60792576548824,26.737452805419498,59.23193155638093,57.54676134171135,37.7627818893374,24.78764411839463,1.01207276326422,3.000231563974274,13,0,0
53.96159268430762,32.0,25.021858614303195,64.77211897438443,35.37819593740363,32.180786560574134,24.103795915083968,13.349241663357134,-0.5723305803986022,15,0,0
52.58386909641099,32.0,29.382830468330944,68.34057430114468,57.80575056652974,30.400543473880447,18.949578099838146,0.2982515112964921,0.9020494192186924,16,1,0
51.94135942027531,32.0,26.48256037292782,58.77999421366333,27.56069141722822,32.79848236736855,21.89796472969888,2.769019230381552,-0.8369105703784488,21,2,0
50.83439293190941,31.124347507350024,28.233930335536293,54.65822294729477,41.14325467134689,30.503446531248347,19.14379474413733,0.036369586800538,-0.5665517463231117,23,1,0
55.36153784503243,32.0,23.63366412437841,60.705074438780855,43.04328699446126,32.196042096796624,24.248507250032294,13.166319722099647,0.8918992519175851,24,1,0
54.83977476156306,32.0,29.582308811856592,60.062926890524,21.546340930846554,25.78566601088016,22.16121142443233,0.3442707024287324,-2.895691379978841,26,1,0
49.67999365983936,32.0,25.8103796902072,55.57769216872784,56.83030765090342,42.29031103212736,29.646420162258607,9.570601502571648,0.2800825392222044,32,1,0
53.20963773301878,32.0,29.86936875089436,51.95252556155944,41.292939095926926,31.74582266810051,20.061025499336985,0.3947643645633674,-0.6908490306176467,37,2,0
49.08042750412331,31.94002698871485,28.405475047755345,68.08330881848515,37.41940953911297,35.24651203694589,29.27774346973308,2.247692736217024,0.9226202637057208,39,1,0
47.840431397027686,32.0,24.32252007494642,69.45808179994508,39.91071847211676,34.07927251295587,23.354206315492647,1.8303947509288048,0.2427873572346235,40,2,0
50.11360239797906,32.0,27.671053491279327,58.99052502279158,29.87738086187587,28.460494495058704,21.828742081299588,0.0624045233007467,2.628492261744228,40,2,1
54.54803768171051,32.0,30.4930654911194,60.53694094613893,61.1365802255694,31.304930988194336,30.33694981981298,14.170723584299836,-0.502032215963721,40,2,0
54.85833902055338,32.0,25.984165300582184,66.03887096767849,39.44618442098743,37.32798929222758,26.69219228704025,3.2207452320758803,0.9473310246757224,43,1,0
53.53759260918355,32.0,30.49665108520058,66.11748659176678,35.60483365812644,36.91365393505768,23.52723431527153,0.1466687946695798,-1.1207292343362256,44,1,0
54.17462079367213,32.0,27.951467087386938,70.89560678686968,26.574562136141644,34.43866720141211,29.40038010778864,15.29667631011214,-1.295147272911427,45,1,0
53.54847998314956,32.0,29.86071550789733,65.10809322933575,40.57296170582138,35.739734104595755,24.213658376493782,0.0468686639231738,-1.7525373960659487,46,2,0
50.072419707153465,31.36633856609501,27.49897152839618,56.87320318017184,31.26864183057289,33.589864348713014,27.43710020480593,6.319194043990077,-2.143305072937109,48,2,0
53.29323684290364,32.0,26.932048152740407,65.9553847760779,39.54047919969896,25.17231636347656,22.869721804127312,1.8151709056997527,0.4770873721090999,49,2,0
54.40077942768794,32.0,30.854325666584177,58.51094897111602,54.06681270254089,39.10706641560969,29.4667569802538,1.1441116198469072,-2.1287907922570763,50,0,0
54.26166229069133,31.54880218271901,28.62280381845025,61.671961657785374,50.31869340422303,30.31053684368249,17.811893617510357,0.2214504743958849,1.074617700687767,51,0,0
55.56632456176546,32.0,26.7093559341415,67.56266907506466,33.01803170405753,29.3434748266021,20.40608754050889,5.336455987814427,0.3261329571106877,53,1,0
54.12475017252948,32.0,28.027773836593223,57.47300510488628,41.28947561710367,44.71280301367741,31.754220139619697,0.9102660242750562,2.074591439055018,0,0,0
52.80355633735483,31.99647391698294,26.05030909917228,61.63397328271998,45.350794716403705,29.55992525218749,27.33031347668376,2.3064734469749366,-0.797029717035891,1,1,0
55.206897484623575,32.0,27.395767814313352,55.87112251171613,53.93352324991382,39.14018969382853,28.213497650007312,0.1404170038487203,1.3234312701883897,1,1,0
51.889379820956655,32.0,29.57124363842058,57.05661924744803,56.03000941643023,32.316510168345246,28.40587868572368,2.550333147858,0.8326120431894147,2,1,0
49.34671848005267,32.0,26.856292720198542,59.26568312080256,55.4767332018647,38.248141408704456,26.096366771298523,6.280764713155475,-3.2991709549452044,2,1,0
51.47892437518197,32.0,25.430957772936743,70.15107948758538,28.44562914175884,39.55487552743234,28.466506744558497,1.765727995976451,-0.9656485260921974,3,2,0
49.67332034634075,31.9970012469994,25.246234663334626,62.16685226294844,46.72498211050371,28.9323840763264,24.050976304632336,2.390330913288196,-1.2923825352406535,7,0,0
49.84629669916829,29.7226166964983,27.32723618046916,75.22041538245921,21.800354548635795,31.025299667722315,19.686672331245887,1.3338451692348223,-0.2552910758846255,8,1,0
51.49986020112429,32.0,25.56489377689432,66.77449742370449,34.22942316375727,35.62256385912805,24.137630704126188,1.8541155072996336,-1.0018841392134867,9,2,0
49.60665594610802,32.0,24.31451789148296,66.91038740286949,28.45954411771601,31.355744301620152,23.9447491046192,10.594552561080846,0.9674032834614068,10,0,0
50.46011285488498,32.0,24.78282354463344,56.53041473821528,34.8557429419753,39.71096439645196,29.65884689601885,1.050596797044549,0.847343927639125,11,1,0
46.21463927409828,28.68861200532801,29.53019940778009,61.23253709935087,43.19626040745412,29.39466655981529,19.952466195587544,0.0957216898841071,0.3760490091487371,13,0,1
52.60877781412621,32.0,26.89525519486515,56.28499229876601,38.69397015578856,34.23210157821501,23.237317334347736,3.465923507017235,-1.3939422692553547,13,0,0
52.00207067559372,30.78259799555303,27.295527653306124,60.45089175837257,44.02239714126774,31.10070982045651,23.32984568249058,11.319974086570088,-1.7835292279961552,15,0,0
49.16730369932444,32.0,25.24678159264992,59.7149278106408,32.50116443914709,38.72892509346018,24.91590522616004,8.95562858987158,0.280576751563161,16,1,0
53.27627298388218,32.0,26.017011906627182,61.79046945520896,44.79803160015163,32.855780847083274,27.595531377837872,0.0124662078618891,0.3889078917349203,17,1,0
54.66843962873256,32.0,25.95249071300148,66.12764416900004,34.88202697137105,30.109839205668045,23.438164780015686,1.5010772412101336,0.0318165417727702,17,1,0
47.1707847980978,32.0,26.626461725871287,60.690371829326665,39.25211926141831,36.58762315301303,29.070695748070275,2.095747003942694,1.3720756274027053,19,1,0
49.6777849829128,32.0,23.86320233208311,66.21766913292859,27.86595459841618,36.65682199127942,24.87840737899264,0.1618192289099398,1.7488384298362438,19,1,1
49.589208609031886,32.0,29.359349932889124,54.670455386631545,53.34952942618923,34.03380766605165,26.01065697600928,0.0706662599639522,-1.279080661641291,20,1,1
49.01589693975373,32.0,27.1471497113913,64.24132002693175,40.57910766580653,26.688796359206293,21.00008047022651,7.141932247468803,0.5347038360998855,20,1,0
54.4866309304603,32.0,27.58417216992408,59.821415130451626,46.42549433821218,34.788206952660595,28.282989563178383,7.594646722274176,-1.850892532497086,23,1,0
51.078949697914375,32.0,29.008676768129185,63.26742340704436,29.826821810595057,27.616217360172573,20.97058656182937,0.4402331327704132,-0.2538447848961677,24,1,0
51.085910606079565,32.0,28.85548509445657,66.31463819615624,43.61690218783137,35.31691129501646,27.738855791606213,4.109803443749381,2.518680891350083,24,1,0
45.94918016119475,32.0,26.02983814893508,54.792392386224925,45.45374912347207,36.44481881910007,25.29143275795064,4.502847814758892,1.137158876148331,26,1,0
53.75011844777847,32.0,28.388934849522133,69.34545136291035,32.424561896896805,40.53785722033542,30.07995506028906,2.1343015677793424,0.372163089793289,27,1,0
52.170577190569695,32.0,27.811961863234533,71.30963831287269,38.48488484891529,28.223032716040983,20.839140312749283,3.103428750696584,1.1031421118422065,29,1,0
52.82034038732953,32.0,29.30224135508521,62.35506119465055,44.207483164296015,32.26757921189501,28.842300659815105,6.258235183095934,2.004253108853904,31,0,0
56.0740912942609,32.0,28.77906432213479,68.60443965796267,21.11852942888,32.41488453074736,26.287822122636275,21.49269456478939,1.980583854763026,31,0,0
48.0641628032157,32.0,28.634739226506174,62.29876926473799,49.27064580221597,31.73243956958816,22.7751287260697,6.14352655422484,0.5746703990418637,32,1,0
42.93500462252968,30.69743491820841,29.91056224597249,63.33614298605975,43.5789335779744,30.58201727385086,19.46108575497248,0.5388102913350903,2.2140859287760044,34,1,1
52.54923843139102,32.0,27.237318914769325,62.58111616636244,50.35301383136341,35.40638641790935,30.1194587942868,10.413313501395494,-0.4325630908294096,37,2,0
57.36939511984691,32.0,27.295537798715493,60.90236454524722,36.71704558854898,37.382306834880985,26.83227584703481,2.004717298896846,1.6423447567177136,38,1,0
55.7116288811346,32.0,28.81840703644127,60.71326620954871,35.86505639868143,31.204568002818327,20.35031364007734,0.8798834066836758,2.056730978095625,38,1,0
52.62556383396466,31.682789753642,26.82309234987994,63.12781818579022,53.04261481287133,33.656673225001875,30.75727908921569,3.30401526699404,1.0237045566366725,39,1,0
48.85111215215712,31.28534545946608,28.143215344294337,64.74171766394008,46.82216486640058,32.38538572761482,19.51270992804691,0.3022612683243058,-0.3704223860485555,40,2,1
53.57386547400098,32.0,26.05978538597152,63.167838048039805,28.67052664906548,37.75679872232071,23.982785955470312,4.821574543416156,1.8707843156459896,40,2,0
49.07029599985497,32.0,22.621006589429207,64.59588620292949,39.37215893306857,32.68201650551766,25.614122198054044,6.945892788207822,-0.4753236097084198,41,1,0
53.37871289956481,32.0,28.37574796043099,54.40935773426575,53.53544029773032,31.94951207212911,23.47901323665885,13.236057400668994,-1.2364635707894231,43,1,0
53.494755699468456,32.0,24.08263932548708,66.51993222579088,39.51123636764272,30.07417846293201,19.60483050584021,0.7084167670256599,0.8395601827339874,43,1,0
55.159283641237735,32.0,25.781767745195083,58.28710588247161,38.62903690779173,29.51001623973852,24.441290181346204,35.95148579231675,0.0613961220054892,44,1,0
60.27875219086053,32.0,28.820023476017543,53.76291628920205,40.39212805551714,30.693348415545856,20.004147780265075,1.1666204937951965,-0.3083760752698564,44,1,0
53.112274155468725,32.0,28.84352519582951,71.23762152924624,35.772369801313395,37.283935153682656,28.849849793506223,3.6646531634378543,1.1335867649320526,45,1,0
50.30555550269093,32.0,29.53054377537601,69.050992956864,44.73936052625749,42.38665245423759,30.88746997466408,0.2666383878244418,1.8327301314160664,46,2,1
51.64076400450409,32.0,23.140556085167297,61.947583459102056,32.86871385001912,36.782015800471726,25.90057349649573,1.847765941316354,-1.3983276778846967,47,1,0
46.69214058154599,32.0,27.77202683695127,67.34814967764592,20.51685147302853,30.085483116433267,27.19344194804083,3.377240111376992,1.650283733145626,48,2,0
49.90335326838139,30.98662958139211,26.66462953210652,60.34386659393222,38.54907313104548,27.2027805160018,22.95013590591348,48.13362455459657,-1.3489692882018154,49,2,0
50.65056192311634,32.0,29.15643193098929,59.652973530828206,45.80936228330592,35.250165261350574,25.43490912284321,0.0150964494702572,-1.5386099137620544,50,0,0
50.37574787629962,32.0,30.13271984312122,59.0283817848045,47.957836948642736,31.320976375740475,26.52584915930413,24.644321746082767,-0.3608273364100169,52,1,0
52.193558277353375,32.0,24.56217007419547,58.80129582995436,34.60899817596698,32.15443053601348,26.920612013236525,3.741662295320601,-0.6355141014764993,52,1,0
49.5263915869696,32.0,27.211765282374262,60.70460477261821,43.73494613105899,33.339480162892976,27.697540972362194,8.058961735104555,0.4244278675732738,53,1,0
55.31928902285696,32.0,28.845264298973103,58.43025022660737,37.832986114500976,29.40691432460941,23.42504633935872,1.8955851581638137,-0.5437251128433657,0,0,0
51.99638971895334,32.0,26.504003309673084,47.75736569285056,55.22981415912477,38.89230856506005,25.870273482125008,1.6726175111180628,-0.7153995432261845,1,1,0
51.944684243004815,32.0,30.67138943922723,61.08286439681832,40.29522806974527,32.96677516243665,24.809520012008274,1.9600756144838007,2.6508467560423745,3,2,0
51.01549018114606,32.0,26.377060907757727,57.15398673754531,50.41461026976988,28.77720768883664,21.25319087144125,3.620726459014161,0.389674108878006,8,1,0
52.45378542827754,32.0,26.5795965266862,63.4863506590558,40.44661196197666,31.619928426215505,23.58590276238065,2.013983818338107,-0.441048510850513,9,2,0
54.47442411961411,31.98428616886843,25.033385088694185,60.8008792612896,45.51984638178314,39.10247605026436,26.486137893609648,8.02635087790919,-1.0159668449031594,11,1,0
49.38881436254375,32.0,27.48784130533388,65.17406480629089,35.35379180376897,36.612455494049584,28.368110866622352,20.17558519355722,-1.5366216852448302,13,0,0
50.02444960988754,32.0,21.143603332875283,62.06526579678276,35.08064280751357,31.709352235429847,24.954579251245004,20.36486060043985,1.968096111237031,16,1,0
51.052271090147656,32.0,26.68447130496288,55.66787184295947,42.32384228843964,33.15789254271667,26.8786695002872,1.633321112373758,0.1592035855600722,21,2,0
47.95720937948472,32.0,29.717938971850806,55.66932310826628,49.53135765902723,29.83158274085471,23.39421651669575,2.75669505037177,-1.3363226528697998,23,1,0
49.53040049733099,31.512632654801635,24.386467301452893,55.79502481611244,64.71580278764937,32.83229981630814,26.587689253357443,1.2848916705227895,-0.4746794026881082,24,1,0
50.55857332193272,32.0,23.94339462610252,57.680957691922416,53.47257445011995,33.40353940474529,28.42931032139592,10.344709772992676,0.1575867711004864,25,1,0
54.62008718202253,32.0,29.412446695175525,58.486461006480965,55.06793649364237,35.534812183422254,24.81038501185312,0.6694668534719962,-3.526634131122072,26,1,0
52.78301006695973,32.0,29.683405711758365,66.59670514509584,37.2048765119273,36.330588649483765,21.32593340363681,0.7054030291816064,0.0776209201753552,27,1,0
52.57441287785325,32.0,24.4686249566432,62.93141478431904,35.946901987672575,30.52686482456128,21.811385093302697,0.1674358675078805,-0.0260976226839489,29,1,0
54.54833943909309,32.0,30.645492050129512,52.69482270918368,28.7534568527044,29.738538040832648,25.12601877634024,1.8020175225239512,-0.2643154048572434,31,0,0
51.57870260090336,32.0,28.04490352969212,57.62217270578336,38.64196446721845,36.1064500804472,30.1508851740326,0.0869858795925731,-1.7988350828092603,32,1,0
53.15926056338392,32.0,29.277487726981526,61.8167849732904,29.87403619207149,31.70823557862747,27.249544362205512,1.184041454746101,0.4283751370459563,36,1,0
51.64107537231644,30.90409974171596,25.59626033673701,56.97862335284012,49.961818172874615,34.87539703257446,26.28581672239823,6.974562692394487,-0.1074664914871996,37,2,0
52.64495520888608,32.0,30.15811796248422,62.4051289352281,38.98303203074177,32.6913755411946,21.54982521926981,0.6469677008247159,0.5206012590395398,39,1,0
50.01120640679275,32.0,26.64396748684043,57.80492255260625,32.75839943880903,33.752521116763106,29.53202305157975,1.3172795871227745,0.3067678299350301,40,2,0
44.48548146507597,30.52485236363346,26.555930154895783,61.329204278236354,45.57557655645365,33.55978907313241,26.36816381142623,9.61967378684016,-1.894477320261766,40,2,0
50.643405754083055,32.0,28.144755838612525,59.15488653582728,45.04245627866997,35.27086845178784,16.786591655890515,0.9976398336343594,-0.3365469283220091,40,2,1
56.25976470709942,32.0,26.39594974619437,62.56093485648123,31.393916500438657,33.770132764601435,28.79733421533548,11.374937235169606,1.637724640136884,43,1,0
54.77390953312539,32.0,24.13858751662863,69.20388468227058,48.58381846884016,33.427562315805005,25.93101594373927,0.7071924600271268,1.0330125866453284,44,1,0
54.8793145522876,32.0,27.443534984517708,66.46478079436422,32.100107361897294,37.46870299690229,30.042850148420328,4.44086807243055,2.454959102777732,46,2,0
55.703250446156765,32.0,26.54351393042938,56.59396736975553,48.81616665413037,37.25209961491282,26.64729582079656,1.3391803986060589,0.0636528689031142,48,2,0
52.26427996355928,32.0,25.64417743895285,74.55618210073692,32.267233455352724,42.2051785229902,24.981389159076773,4.658390010230087,-0.3281977847620821,49,2,0
52.591590519866,31.774928395604288,29.661054309897622,67.9039248088578,50.436226098303095,37.025049367230416,28.400164764068265,0.0605578993859087,-1.7091835355785678,50,0,0
