soil_moisture,soil_temperature,weather_temperature,weather_humidity,solar_radiation,MaxT,MinT,Precipitation,Moisture_Trend,Crop
51.84577916402186,30.0,26.696039954035896,62.82784041283627,35.399725967878084,32.39794864873776,22.800110903044228,0.05669346623864814,-0.12879240813192208,0
46.68086293016668,30.0,24.51274211808252,62.14962125927147,34.55988815276821,30.26610059575641,18.68406407610165,2.8775926716002607,-1.408263816077259,0
55.78557143935445,30.0,27.526481599874586,64.23287098638279,41.632289445087395,34.13101777062728,28.60884047058836,16.966459186988025,-3.275559278532216,3
49.28279575978755,30.0,24.64489698813815,57.19380312495046,48.39729249860043,42.18747775819568,26.604001143689768,0.8000294484265595,-0.2028392696654703,5
50.03866512208652,30.0,26.47998793879169,61.39733448085053,42.31689525110866,40.33842918918786,27.967441363185785,1.122682535672097,-0.41936668439738695,11
50.21301575286197,30.0,26.482579241622123,57.16283031397609,44.84343064171183,31.922234173023938,19.698946477555445,0.745980432208867,-2.1396060759221016,13
56.12331201288207,30.0,28.719818849908133,62.370617812435135,40.28515807333248,29.745983219338445,23.377719155091953,1.5567441318090358,0.4489252568678107,13
45.59297509143353,30.0,27.25948849837366,64.52035566641526,39.41011908790715,36.54637187855958,24.65475457288891,6.0994549141307335,-0.6817724325184144,13
61.41280405947619,30.0,28.59198208168541,66.47707431038334,43.55916925921625,31.59104092908573,28.246037431421076,8.625302641801044,-0.6487671725896612,17
55.168168160567774,30.0,24.78851480584056,69.4740339644478,49.28596561180669,27.099715413375826,27.293068895479518,0.4568709866965012,-0.5577103125010119,20
52.66971637737993,30.0,26.964399702819176,60.68211027487347,53.53291188627895,32.75898200419564,17.098498867904457,1.2623961108039727,-1.6361501890575563,31
52.85348678331589,30.0,29.664598279599865,68.36317930872136,20.09380294526954,34.430138906029526,26.660025641669396,12.321727470937516,1.2843574880971325,40
53.55572239635938,30.0,24.901629023109535,64.87551169984793,43.31805331767306,32.566741043286086,23.762016293449015,0.45046567917158814,0.24777253982676362,40
53.932747685777514,30.0,25.498097328672593,68.18555917743252,37.25949569370919,32.28574975736002,30.82828591848986,7.076632886863375,-0.43248010378855106,40
53.666728727724056,30.0,28.1905739594064,71.76259046948047,34.4611954411531,42.15628434603382,28.83819071496336,6.853417368931316,-0.38895464968253024,43
52.267157626941945,30.0,30.403186593377256,57.781934459966806,46.37821826029277,37.12051207865377,27.331288698569058,1.529934074122594,-1.768193114300435,46
51.40775871482814,30.0,27.751759632452753,66.04648594478216,36.41695086454507,32.247838137394155,25.40308936278017,0.2812453166386813,0.7932534961494029,49
51.53852258277529,30.0,24.96007856438757,59.0039601663879,29.641041780797174,36.258999759681096,28.718572580968416,9.941712852809454,-1.3008120653084654,0
51.41120468720687,30.0,24.999111659060148,69.81735266082964,26.97476918440126,36.57140877540569,28.01317673802164,1.8839518928907328,0.1598407533193591,3
55.4012896416168,30.0,27.44969044076853,56.061141206754016,35.71780491064432,32.957567521536625,27.649239565439025,19.198885516435595,-2.282458121794072,8
53.77610146992639,30.0,27.89515325696482,66.58826157647786,43.3804045320575,37.547232122638015,28.51592319062191,1.2849595704978045,-0.2907445995621229,11
43.17764901997737,30.0,26.737452805419498,59.23193155638093,57.54676134171135,37.7627818893374,24.78764411839463,1.01207276326422,-1.6037566063215256,13
53.96159268430762,30.0,25.021858614303195,64.77211897438443,35.37819593740363,32.180786560574134,24.103795915083968,13.349241663357134,-0.8836401254748671,15
52.58386909641099,30.0,29.382830468330944,68.34057430114468,57.80575056652974,30.400543473880447,18.949578099838142,0.2982515112964921,-0.7072051007224107,16
51.94135942027531,30.0,26.48256037292782,58.77999421366333,27.56069141722822,32.79848236736855,21.897964729698877,2.769019230381552,0.19013648962314889,21
50.83439293190941,30.0,28.233930335536293,54.658222947294774,41.14325467134689,30.503446531248347,19.14379474413733,0.03636958680053805,1.0680888504717942,23
55.36153784503243,30.0,23.633664124378406,60.705074438780855,43.04328699446126,32.196042096796624,24.248507250032294,13.166319722099647,-1.892178936663167,24
54.83977476156306,30.0,29.582308811856592,60.062926890524,21.546340930846554,25.78566601088016,22.16121142443233,0.3442707024287324,-2.48056524693837,26
49.679993659839354,30.0,25.8103796902072,55.577692168727836,56.83030765090342,42.29031103212737,29.646420162258607,9.570601502571648,-2.4077935792041467,32
53.20963773301878,30.0,29.869368750894356,51.95252556155944,41.292939095926926,31.74582266810051,20.061025499336985,0.39476436456336744,1.099111556674611,37
49.08042750412331,30.0,28.405475047755345,68.08330881848515,37.41940953911297,35.246512036945894,29.27774346973308,2.2476927362170236,-0.7546866820453848,39
47.840431397027686,30.0,24.32252007494642,69.45808179994508,39.91071847211676,34.07927251295587,23.354206315492647,1.8303947509288052,0.5118991845956306,40
50.11360239797906,30.0,27.671053491279327,58.99052502279158,29.87738086187587,28.460494495058704,21.828742081299588,0.06240452330074679,1.5266764592445559,40
54.54803768171051,30.0,30.4930654911194,60.53694094613893,61.1365802255694,31.30493098819434,30.336949819812975,14.170723584299836,-0.3905998758210433,40
54.85833902055338,30.0,25.984165300582184,66.03887096767849,39.44618442098743,37.32798929222758,26.69219228704025,3.2207452320758803,-1.0577294485045086,43
53.53759260918355,30.0,30.49665108520058,66.11748659176678,35.60483365812644,36.913653935057674,23.527234315271528,0.14666879466957983,-0.3428736827185211,44
54.17462079367213,30.0,27.951467087386938,70.89560678686968,26.574562136141644,34.43866720141211,29.400380107788642,15.29667631011214,0.8623402654762617,45
53.54847998314956,30.0,29.860715507897332,65.10809322933575,40.57296170582138,35.739734104595755,24.213658376493782,0.04686866392317381,-0.6688796317431299,46
50.072419707153465,30.0,27.49897152839618,56.873203180171835,31.26864183057289,33.589864348713014,27.437100204805926,6.319194043990077,-1.154005109218102,48
53.29323684290364,30.0,26.932048152740407,65.9553847760779,39.540479199698964,25.17231636347656,22.869721804127312,1.8151709056997527,-1.84859321260664,49
54.400779427687944,30.0,30.854325666584177,58.51094897111602,54.06681270254089,39.107066415609694,29.466756980253802,1.1441116198469072,0.6546946910243872,50
54.26166229069133,30.0,28.622803818450258,61.671961657785374,50.31869340422303,30.310536843682495,17.811893617510353,0.22145047439588497,-1.333498057452818,51
55.56632456176546,30.0,26.7093559341415,67.56266907506466,33.01803170405753,29.343474826602105,20.406087540508892,5.336455987814427,-1.5211929055809144,53
54.12475017252948,30.0,28.027773836593223,57.47300510488628,41.28947561710367,44.712803013677416,31.754220139619697,0.9102660242750562,3.8246772741785464,0
52.80355633735483,30.0,26.050309099172278,61.63397328271998,45.350794716403705,29.559925252187494,27.33031347668376,2.3064734469749366,0.5627799169764439,1
55.206897484623575,30.0,27.395767814313352,55.87112251171613,53.93352324991382,39.14018969382853,28.213497650007312,0.14041700384872038,0.6559433922508268,1
